5582,AW00016581,Kenneth Becker,60,50 and Above,New,2013-10-25,142,4,50,4,0,12,50
12579,AW00023578,Eric Lal,43,40-49,New,2013-03-16,149,3,37,3,0,12,37
11134,AW00022133,Xavier Adams,81,50 and Above,New,2013-05-19,147,4,556,4,0,139,556
4888,AW00015887,Deanna Vazquez,73,50 and Above,New,2013-12-25,140,2,40,2,0,20,40
18037,AW00029036,Rebecca Baker,61,50 and Above,New,2013-12-31,140,2,75,2,0,37,75
18438,AW00029437,Haley Bell,58,50 and Above,New,2013-09-27,143,2,25,2,0,12,25
9601,AW00020600,Dennis Hu,39,30-39,VIP,2013-07-18,145,3,6056,3,20,2018,302
13605,AW00024604,Melvin Rai,48,40-49,New,2012-12-30,152,6,3681,6,0,613,3681
3325,AW00014324,Jessie Alvarez,63,50 and Above,VIP,2013-09-16,143,4,5121,3,12,1280,426
12669,AW00023668,Jessica Hughes,72,50 and Above,New,2013-10-14,142,2,564,2,0,282,564
13330,AW00024329,Abigail Cooper,57,50 and Above,New,2013-12-20,140,2,604,2,0,302,604
5306,AW00016305,Stanley Gonzalez,40,40-49,Regular,2013-12-14,140,2,2983,2,19,1491,157
14478,AW00025477,Holly Raman,86,50 and Above,New,2013-06-21,146,1,4,1,0,4,4
5859,AW00016858,Jan Lopez,57,50 and Above,New,2013-12-07,140,1,5,1,0,5,5
812,AW00011811,Abigail Brooks,47,40-49,VIP,2013-06-17,146,2,5898,2,20,2949,294
14143,AW00025142,Regina Ray,45,40-49,New,2013-04-04,148,2,14,2,0,7,14
13672,AW00024671,Christian Perry,65,50 and Above,Regular,2013-12-11,140,4,4354,4,24,1088,181
3310,AW00014309,Orlando Sanz,54,50 and Above,New,2013-11-04,141,3,99,3,9,33,11
7309,AW00018308,Erica Chen,58,50 and Above,VIP,2013-02-03,150,5,6037,5,20,1207,301
1236,AW00012235,Donna Rai,76,50 and Above,New,2013-07-06,145,4,62,4,4,15,15
7258,AW00018257,Krista Jimenez,51,50 and Above,New,2013-08-18,144,4,116,4,5,29,23
14834,AW00025833,Sabrina Hernandez,65,50 and Above,New,2013-09-26,143,2,37,2,0,18,37
16993,AW00027992,Dylan Taylor,71,50 and Above,New,2013-11-19,141,1,2,1,0,2,2
13510,AW00024509,Emma Long,43,40-49,New,2013-11-07,141,2,35,2,0,17,35
3212,AW00014211,Emma Bradley,39,30-39,VIP,2013-08-05,144,7,5663,7,12,809,471
14710,AW00025709,Savannah Lopez,41,40-49,Regular,2013-11-21,141,5,1308,5,29,261,45
12152,AW00023151,Michael Brown,49,40-49,New,2013-06-19,146,4,608,4,0,152,608
15392,AW00026391,Dominique Arun,70,50 and Above,New,2013-05-27,147,3,69,3,0,23,69
16128,AW00027127,Misty Black,51,50 and Above,New,2013-05-29,147,1,1120,1,0,1120,1120
6933,AW00017932,Barry Srini,53,50 and Above,New,2013-08-24,144,5,2765,5,8,553,345
9001,AW00020000,Elijah Diaz,44,40-49,Regular,2013-08-21,144,2,4495,2,23,2247,195
17105,AW00028104,Hannah Williams,42,40-49,New,2013-11-29,141,2,7,2,0,3,7
13081,AW00024080,Billy Serrano,45,40-49,New,2013-07-28,145,2,54,2,0,27,54
3603,AW00014602,Kaylee Kelly,50,50 and Above,Regular,2013-07-06,145,6,3150,6,27,525,116
4842,AW00015841,Luis Shan,42,40-49,New,2013-09-02,143,3,3105,3,11,1035,282
534,AW00011533,Ebony Gill,57,50 and Above,New,2014-01-10,139,2,37,2,8,18,4
15964,AW00026963,Meredith Arun,46,40-49,New,2013-07-15,145,4,1238,4,0,309,1238
7721,AW00018720,Taylor Miller,56,50 and Above,New,2013-12-24,140,3,86,3,2,28,43
4201,AW00015200,Mindy Simpson,63,50 and Above,Regular,2013-08-08,144,4,3143,4,18,785,174
2223,AW00013222,Arturo Liu,74,50 and Above,New,2013-11-06,141,9,150,8,8,16,18
10697,AW00021696,Gabrielle Watson,61,50 and Above,New,2013-12-29,140,3,69,3,0,23,69
46,AW00011045,Leonard Nara,70,50 and Above,New,2013-10-29,142,4,115,4,6,28,19
14956,AW00025955,Anna Robinson,45,40-49,Regular,2013-09-06,143,3,4644,3,27,1548,172
793,AW00011792,Alexia Perry,51,50 and Above,New,2013-06-30,146,3,120,3,1,40,120
11651,AW00022650,Kristina Suri,54,50 and Above,New,2013-06-07,146,2,575,2,0,287,575
16376,AW00027375,Nicole Wilson,66,50 and Above,New,2013-03-20,149,2,6,2,0,3,6
3784,AW00014783,Cristina Shan,47,40-49,New,2013-09-22,143,4,159,4,0,39,159
13644,AW00024643,Jada Campbell,76,50 and Above,New,2013-07-07,145,2,35,2,0,17,35
6687,AW00017686,Jack Griffin,61,50 and Above,New,2014-01-25,139,6,104,6,8,17,13
7513,AW00018512,Alex Torres,64,50 and Above,New,2013-12-06,140,2,2350,2,0,1175,2350
11313,AW00022312,Kristi Mehta,42,40-49,New,2013-01-11,151,3,2478,3,0,826,2478
12810,AW00023809,Danielle Sanchez,62,50 and Above,New,2013-09-12,143,1,30,1,0,30,30
9080,AW00020079,Alexandra Taylor,61,50 and Above,New,2013-11-19,141,1,5,1,0,5,5
17038,AW00028037,Jeremiah Gonzales,72,50 and Above,New,2013-12-14,140,3,34,3,0,11,34
1988,AW00012987,Felicia Moreno,45,40-49,VIP,2013-10-14,142,4,6759,4,18,1689,375
4484,AW00015483,Katherine Robinson,49,40-49,Regular,2013-08-07,144,5,3120,5,13,624,240
9121,AW00020120,Fernando Hughes,46,40-49,New,2013-04-09,148,2,120,2,0,60,120
6777,AW00017776,Diana Jimenez,51,50 and Above,New,2013-06-27,146,5,72,5,1,14,72
3705,AW00014704,Kara Andersen,48,40-49,New,2013-02-04,150,5,96,5,0,19,96
2573,AW00013572,Shaun Deng,51,50 and Above,VIP,2013-12-09,140,4,5945,4,33,1486,180
470,AW00011469,Edwin Raji,47,40-49,New,2013-08-09,144,2,25,2,0,12,25
857,AW00011856,Seth Hernandez,56,50 and Above,New,2013-12-31,140,5,134,5,1,26,134
2108,AW00013107,Mary Nelson,57,50 and Above,VIP,2013-11-21,141,6,5651,5,17,941,332
13186,AW00024185,Tara She,59,50 and Above,New,2014-01-05,139,2,7,2,0,3,7
15780,AW00026779,Alexandra Henderson,40,40-49,New,2013-08-26,144,2,25,2,0,12,25
16399,AW00027398,Alexis Lee,76,50 and Above,New,2013-09-29,143,3,27,3,0,9,27
11422,AW00022421,Barbara Sharma,60,50 and Above,New,2013-06-06,146,2,59,2,0,29,59
14547,AW00025546,Brianna Jones,66,50 and Above,New,2013-10-29,142,3,1179,3,0,393,1179
16636,AW00027635,Grace Perry,46,40-49,New,2013-12-15,140,4,93,4,0,23,93
2813,AW00013812,Joanna Munoz,57,50 and Above,Regular,2013-06-02,146,3,3262,3,16,1087,203
3643,AW00014642,Jeffery Zeng,53,50 and Above,New,2013-05-26,147,2,7,2,0,3,7
14163,AW00025162,Bryan Morris,50,50 and Above,New,2013-05-14,147,1,2384,1,0,2384,2384
14674,AW00025673,Isaiah Turner,44,40-49,New,2013-09-22,143,2,7,2,0,3,7
8560,AW00019559,Cedric Cai,44,40-49,VIP,2013-04-06,148,3,6056,3,20,2018,302
13016,AW00024015,Jenna Hall,60,50 and Above,New,2013-06-13,146,2,1155,2,0,577,1155
3691,AW00014690,Drew Rai,40,40-49,New,2013-12-20,140,4,129,4,0,32,129
8435,AW00019434,Geoffrey Ashe,45,40-49,New,2013-06-25,146,5,1934,5,8,386,241
15656,AW00026655,Kelvin Sharma,50,50 and Above,New,2013-01-06,151,2,1323,2,6,661,220
10890,AW00021889,Sheila Navarro,46,40-49,Regular,2013-10-02,142,2,4625,2,19,2312,243
1929,AW00012928,Carol Wright,50,50 and Above,New,2013-11-03,141,10,247,9,8,24,30
10872,AW00021871,Devin Adams,43,40-49,New,2013-12-04,140,1,30,1,0,30,30
9584,AW00020583,Kristen Wang,52,50 and Above,New,2013-06-08,146,3,70,3,0,23,70
8432,AW00019431,Bonnie She,50,50 and Above,New,2013-09-22,143,1,5,1,0,5,5
14867,AW00025866,Tristan Perry,73,50 and Above,Regular,2013-08-06,144,4,4604,4,31,1151,148
17058,AW00028057,Rachel Anderson,68,50 and Above,New,2013-03-25,149,1,21,1,0,21,21
9778,AW00020777,Carly Sharma,60,50 and Above,New,2014-01-09,139,1,10,1,0,10,10
3486,AW00014485,Bailey Stewart,60,50 and Above,New,2013-07-12,145,5,3312,5,7,662,473
9971,AW00020970,Isaiah Richardson,60,50 and Above,New,2013-10-30,142,4,1962,4,11,490,178
11413,AW00022412,Drew Andersen,42,40-49,Regular,2013-06-11,146,3,3018,3,14,1006,215
15938,AW00026937,Audrey Navarro,60,50 and Above,New,2013-06-29,146,4,619,4,0,154,619
18234,AW00029233,Caitlin Sanders,56,50 and Above,New,2013-10-23,142,3,64,3,0,21,64
16029,AW00027028,Sarah Robinson,64,50 and Above,New,2013-04-20,148,2,60,2,0,30,60
9360,AW00020359,Rachel Blue,85,50 and Above,New,2013-06-07,146,2,79,2,0,39,79
3757,AW00014756,Charles Reed,63,50 and Above,Regular,2013-09-03,143,4,1588,4,23,397,69
6050,AW00017049,Krystal Lu,51,50 and Above,Regular,2013-05-17,147,2,4347,2,27,2173,161
10560,AW00021559,Pedro Malhotra,47,40-49,Regular,2013-09-17,143,4,4900,4,19,1225,257
14871,AW00025870,Edward Gonzales,72,50 and Above,New,2013-06-04,146,3,38,3,0,12,38
5616,AW00016615,Kaitlin Patel,47,40-49,New,2013-06-29,146,6,96,6,2,16,48
16748,AW00027747,Edward Henderson,44,40-49,New,2013-12-01,140,4,84,4,0,21,84
11418,AW00022417,Shaun Goel,53,50 and Above,New,2013-09-16,143,1,21,1,0,21,21
4641,AW00015640,Gary Gomez,40,40-49,New,2013-05-01,147,3,34,2,4,11,8
7684,AW00018683,Robert Walker,46,40-49,New,2013-06-07,146,2,79,2,0,39,79
9649,AW00020648,Jordan Mitchell,47,40-49,New,2013-11-28,141,3,2457,3,0,819,2457
14774,AW00025773,Jack Simmons,58,50 and Above,New,2013-08-22,144,3,60,3,0,20,60
15465,AW00026464,Alexandria Griffin,78,50 and Above,New,2013-10-28,142,2,60,2,0,30,60
15855,AW00026854,Jonathan Hayes,54,50 and Above,New,2013-11-04,141,3,1715,3,0,571,1715
611,AW00011610,Blake Collins,45,40-49,VIP,2013-11-01,141,6,6786,6,22,1131,308
5641,AW00016640,Colin Lal,49,40-49,New,2014-01-27,139,4,103,4,9,25,11
244,AW00011243,Robin Alvarez,62,50 and Above,VIP,2013-06-09,146,12,7164,10,28,597,255
3725,AW00014724,Dylan Robinson,53,50 and Above,New,2014-01-11,139,10,120,8,8,12,15
6352,AW00017351,Terrence Sharma,78,50 and Above,VIP,2013-07-14,145,6,6117,6,28,1019,218
13581,AW00024580,Wesley Zhao,67,50 and Above,New,2013-08-23,144,3,597,3,0,199,597
35,AW00011034,Ebony Gonzalez,73,50 and Above,VIP,2013-11-10,141,4,6491,4,33,1622,196
16213,AW00027212,Sophia Roberts,64,50 and Above,New,2012-10-12,154,1,2071,1,0,2071,2071
7209,AW00018208,Latoya Nara,49,40-49,VIP,2012-12-30,152,4,6035,4,19,1508,317
5292,AW00016291,Lindsey Lal,56,50 and Above,New,2013-01-21,151,3,4921,3,3,1640,1640
14266,AW00025265,Hannah Smith,41,40-49,New,2013-03-19,149,2,55,2,0,27,55
15029,AW00026028,Brandy Garcia,45,40-49,Regular,2013-10-23,142,3,1938,3,20,646,96
1525,AW00012524,Kate Shan,45,40-49,New,2013-06-13,146,1,9,1,0,9,9
12216,AW00023215,Juan Richardson,51,50 and Above,New,2013-09-23,143,4,50,4,0,12,50
17552,AW00028551,Warren Xu,47,40-49,New,2013-05-02,147,1,70,1,0,70,70
1645,AW00012644,Rachel Reed,67,50 and Above,New,2013-04-20,148,7,6838,7,7,976,976
12261,AW00023260,Edwin Goel,65,50 and Above,New,2013-10-23,142,4,93,4,0,23,93
15052,AW00026051,Joshua Williams,87,50 and Above,New,2013-12-25,140,1,5,1,0,5,5
6847,AW00017846,Alejandro Chavez,45,40-49,New,2013-07-30,145,3,70,3,0,23,70
9116,AW00020115,Megan Jones,61,50 and Above,New,2013-03-03,149,2,120,2,0,60,120
7415,AW00018414,Gabrielle Griffin,84,50 and Above,New,2013-10-07,142,3,1760,3,0,586,1760
3215,AW00014214,Robyn Munoz,45,40-49,VIP,2013-08-04,144,7,5760,7,12,822,480
14283,AW00025282,Gabriel Perez,40,40-49,New,2014-01-08,139,1,33,1,0,33,33
14259,AW00025258,Micheal Vazquez,39,30-39,New,2013-08-21,144,2,49,2,0,24,49
5145,AW00016144,Patrick Kelly,55,50 and Above,New,2013-10-15,142,3,2377,3,0,792,2377
1617,AW00012616,Kelsey Tang,45,40-49,New,2013-05-20,147,2,15,2,0,7,15
16375,AW00027374,Robert Phillips,60,50 and Above,New,2013-11-16,141,2,6,2,0,3,6
2936,AW00013935,Kimberly Sanchez,54,50 and Above,New,2013-03-02,149,2,57,2,0,28,57
14316,AW00025315,Cole Cox,49,40-49,New,2013-12-06,140,2,6,2,0,3,6
12320,AW00023319,Luis Green,41,40-49,New,2013-10-12,142,2,575,2,0,287,575
9856,AW00020855,Abigail Ross,44,40-49,New,2013-08-04,144,2,1155,2,0,577,1155
3189,AW00014188,Meagan Sanchez,68,50 and Above,New,2013-07-20,145,1,33,1,0,33,33
1270,AW00012269,Warren Zheng,54,50 and Above,New,2013-06-27,146,2,44,2,0,22,44
9978,AW00020977,Mario Andersen,67,50 and Above,New,2013-01-18,151,2,575,2,0,287,575
15710,AW00026709,Mary King,64,50 and Above,New,2013-10-10,142,3,69,3,0,23,69
5510,AW00016509,Veronica Sai,79,50 and Above,Regular,2013-11-07,141,6,3258,6,20,543,162
8597,AW00019596,Allen Fernandez,51,50 and Above,VIP,2013-04-25,148,3,6056,3,20,2018,302
5311,AW00016310,Diana Rubio,52,50 and Above,VIP,2013-10-21,142,5,6010,5,12,1202,500
140,AW00011139,Tanya Moreno,76,50 and Above,New,2013-10-17,142,3,84,3,1,28,84
1553,AW00012552,Bruce Torres,81,50 and Above,New,2013-10-13,142,1,9,1,0,9,9
1982,AW00012981,Joe Sanz,61,50 and Above,Regular,2013-04-25,148,4,4809,4,15,1202,320
8657,AW00019656,Sydney Travers,45,40-49,New,2013-08-29,144,2,14,2,0,7,14
6044,AW00017043,Isabella Bennett,51,50 and Above,New,2013-05-02,147,3,1760,3,0,586,1760
12076,AW00023075,Rebekah Sandberg,79,50 and Above,New,2013-05-05,147,3,563,3,0,187,563
11907,AW00022906,Jessie Moreno,45,40-49,Regular,2013-11-30,141,2,4625,1,17,2312,272
11529,AW00022528,Jaime Blanco,44,40-49,New,2013-08-08,144,2,40,2,0,20,40
17393,AW00028392,Luke Green,87,50 and Above,New,2013-02-04,150,2,23,2,0,11,23
12432,AW00023431,Margaret Guo,52,50 and Above,New,2013-06-30,146,4,4158,4,11,1039,378
4704,AW00015703,Alison Chande,63,50 and Above,New,2013-01-28,151,3,75,3,0,25,75
2173,AW00013172,Isabella Cook,51,50 and Above,New,2014-01-08,139,3,144,3,3,48,48
6155,AW00017154,Geoffrey Martinez,70,50 and Above,New,2013-06-15,146,4,1765,4,0,441,1765
4855,AW00015854,Miranda Wood,52,50 and Above,New,2013-06-13,146,4,42,4,0,10,42
6351,AW00017350,Ebony Dominguez,75,50 and Above,New,2013-10-04,142,4,128,4,8,32,16
12947,AW00023946,Kelli Luo,42,40-49,New,2013-10-20,142,2,54,2,0,27,54
7591,AW00018590,Valerie Sun,54,50 and Above,New,2013-05-22,147,2,120,2,0,60,120
3617,AW00014616,Emma Sandberg,52,50 and Above,Regular,2013-07-07,145,3,1538,3,26,512,59
1481,AW00012480,Meredith Alvarez,45,40-49,VIP,2013-09-25,143,3,5908,3,26,1969,227
17512,AW00028511,Chase Rivera,44,40-49,New,2013-12-21,140,4,563,4,0,140,563
10664,AW00021663,Kenneth Goel,47,40-49,New,2013-08-19,144,2,40,2,0,20,40
963,AW00011962,Alexandra Roberts,43,40-49,New,2013-08-16,144,4,103,4,0,25,103
3661,AW00014660,Gabrielle Howard,56,50 and Above,Regular,2013-08-10,144,4,1588,4,25,397,63
15544,AW00026543,Susan Guo,73,50 and Above,New,2013-02-15,150,3,14,3,0,4,14
12001,AW00023000,Victoria Henderson,53,50 and Above,New,2014-01-13,139,4,94,4,0,23,94
9054,AW00020053,Jessie Yang,48,40-49,New,2013-06-25,146,3,36,3,0,12,36
5984,AW00016983,Gabriel Collins,51,50 and Above,New,2013-11-23,141,3,2357,3,0,785,2357
6055,AW00017054,Shawn Raje,47,40-49,New,2013-10-23,142,2,84,2,5,42,16
3504,AW00014503,Brianna Alexander,82,50 and Above,New,2013-05-18,147,2,40,2,0,20,40
4571,AW00015570,Brianna Powell,50,50 and Above,New,2013-02-27,150,3,1345,3,5,448,269
13488,AW00024487,Samantha Harris,45,40-49,New,2013-08-23,144,1,5,1,0,5,5
5185,AW00016184,Christine She,56,50 and Above,New,2013-11-03,141,6,78,5,2,13,39
17661,AW00028660,Justin Anderson,48,40-49,New,2011-05-01,171,1,3578,1,0,3578,3578
11528,AW00022527,Rachel Flores,43,40-49,New,2013-03-20,149,2,75,2,0,37,75
17986,AW00028985,Andrew Taylor,78,50 and Above,New,2013-03-23,149,3,53,3,0,17,53
17607,AW00028606,Joshua Wilson,64,50 and Above,New,2013-03-11,149,1,8,1,0,8,8
9938,AW00020937,Natalie Williams,42,40-49,New,2013-09-04,143,4,120,4,0,30,120
2514,AW00013513,Abigail Henderson,78,50 and Above,VIP,2013-12-04,140,4,5918,4,35,1479,169
5546,AW00016545,Alicia Pal,61,50 and Above,New,2013-10-12,142,3,31,3,0,10,31
5395,AW00016394,Bryan Bell,47,40-49,New,2013-01-10,151,3,4660,3,3,1553,1553
13352,AW00024351,Brandon Yang,54,50 and Above,New,2013-04-06,148,2,2393,2,0,1196,2393
4218,AW00015217,Ethan Jai,54,50 and Above,New,2013-11-26,141,4,41,4,9,10,4
12751,AW00023750,Tanya Serrano,46,40-49,New,2013-02-07,150,2,1155,2,0,577,1155
9715,AW00020714,Christine Beck,42,40-49,New,2013-03-12,149,3,188,3,0,62,188
8367,AW00019366,Christy Beck,58,50 and Above,Regular,2013-09-13,143,4,1617,4,13,404,124
15231,AW00026230,Natasha Ramos,48,40-49,New,2013-10-09,142,3,2398,3,0,799,2398
9275,AW00020274,Brent Wang,44,40-49,New,2013-08-02,144,1,70,1,0,70,70
9554,AW00020553,Damien Xie,63,50 and Above,New,2013-11-24,141,2,2355,2,0,1177,2355
4313,AW00015312,Alexandria Gonzales,74,50 and Above,Regular,2013-10-31,142,4,1631,4,19,407,85
9243,AW00020242,Christopher Thomas,88,50 and Above,VIP,2013-06-13,146,6,6068,6,20,1011,303
4280,AW00015279,Hunter Lee,45,40-49,New,2013-10-02,142,2,57,2,0,28,57
9027,AW00020026,Jasmine Richardson,55,50 and Above,New,2013-05-20,147,4,1213,4,0,303,1213
12685,AW00023684,Jasmine Rodriguez,78,50 and Above,New,2014-01-23,139,2,35,2,0,17,35
12562,AW00023561,Jose Williams,42,40-49,New,2013-07-03,145,1,30,1,0,30,30
17645,AW00028644,Martha Chow,43,40-49,New,2011-05-12,171,1,3578,1,0,3578,3578
17292,AW00028291,David Miller,66,50 and Above,New,2013-09-14,143,2,40,2,0,20,40
12325,AW00023324,Deborah Deng,68,50 and Above,Regular,2013-07-07,145,3,2731,3,12,910,227
6898,AW00017897,Darrell Kumar,82,50 and Above,New,2013-08-18,144,4,2779,4,8,694,347
10879,AW00021878,Bryant Rana,44,40-49,Regular,2013-10-01,142,5,4664,5,19,932,245
2933,AW00013932,Timothy Sanchez,53,50 and Above,New,2013-11-06,141,1,22,1,0,22,22
12105,AW00023104,Isabelle Long,61,50 and Above,New,2013-01-20,151,5,3490,5,7,698,498
7160,AW00018159,Jaime Serrano,60,50 and Above,New,2014-01-23,139,1,22,1,0,22,22
14736,AW00025735,Suzanne Wu,59,50 and Above,New,2013-06-02,146,4,2407,4,0,601,2407
12759,AW00023758,Virginia Malhotra,47,40-49,New,2013-02-14,150,2,1755,2,0,877,1755
12757,AW00023756,Omar Jai,47,40-49,New,2013-04-01,148,3,151,3,0,50,151
3955,AW00014954,Denise Perez,57,50 and Above,New,2013-07-19,145,4,71,4,0,17,71
12292,AW00023291,Timothy Evans,60,50 and Above,New,2014-01-22,139,3,43,3,0,14,43
3053,AW00014052,Jorge Ma,48,40-49,New,2013-06-05,146,4,86,4,5,21,17
16387,AW00027386,James Garcia,80,50 and Above,New,2013-08-01,144,3,36,3,0,12,36
8298,AW00019297,Cedric Xie,50,50 and Above,Regular,2013-12-24,140,4,2543,4,18,635,141
262,AW00011261,Stephanie Collins,55,50 and Above,VIP,2013-12-23,140,4,6650,4,27,1662,246
7289,AW00018288,Daisy Suarez,54,50 and Above,VIP,2013-02-05,150,5,6093,5,20,1218,304
17097,AW00028096,Alexandra Stewart,41,40-49,New,2011-03-15,173,1,3578,1,0,3578,3578
6178,AW00017177,Richard Hayes,68,50 and Above,New,2013-06-24,146,2,14,2,0,7,14
9570,AW00020569,Patricia Patel,68,50 and Above,Regular,2013-12-13,140,5,3114,5,25,622,124
17062,AW00028061,Kyle Lopez,48,40-49,VIP,2013-11-01,141,4,6006,4,33,1501,182
14687,AW00025686,Naomi Hernandez,41,40-49,New,2013-03-20,149,2,6,2,0,3,6
9302,AW00020301,Gloria Bradley,46,40-49,New,2013-05-23,147,1,70,1,0,70,70
13089,AW00024088,Damien He,57,50 and Above,New,2013-05-14,147,2,6,2,0,3,6
10304,AW00021303,Sydney Jenkins,64,50 and Above,New,2013-07-28,145,3,69,3,0,23,69
1885,AW00012884,Megan Williams,49,40-49,VIP,2013-09-16,143,3,5900,3,21,1966,280
5605,AW00016604,Roy Serrano,73,50 and Above,New,2013-10-25,142,2,57,2,0,28,57
10569,AW00021568,Jacquelyn Hernandez,48,40-49,Regular,2013-10-28,142,4,4660,4,19,1165,245
17482,AW00028481,Kristine Moreno,41,40-49,New,2013-05-20,147,4,778,4,0,194,778
6906,AW00017905,Calvin Yuan,39,30-39,New,2013-11-09,141,2,25,2,0,12,25
5814,AW00016813,Carson Diaz,69,50 and Above,New,2013-11-24,141,2,14,2,0,7,14
11058,AW00022057,Kyle Ross,41,40-49,New,2014-01-11,139,3,70,3,0,23,70
16773,AW00027772,Darrell Goel,54,50 and Above,New,2013-03-07,149,3,124,3,0,41,124
14810,AW00025809,Nicholas Williams,44,40-49,New,2013-08-27,144,1,21,1,0,21,21
16176,AW00027175,Marshall Raji,48,40-49,New,2013-11-16,141,3,565,3,0,188,565
5153,AW00016152,Katherine Evans,56,50 and Above,New,2013-10-20,142,3,64,3,0,21,64
1625,AW00012624,Jamie Xu,67,50 and Above,New,2013-09-26,143,3,4379,2,11,1459,398
7975,AW00018974,James Rodriguez,77,50 and Above,New,2013-02-25,150,5,586,5,0,117,586
16615,AW00027614,Warren Ye,63,50 and Above,New,2011-01-16,175,1,3578,1,0,3578,3578
1818,AW00012817,Theodore Suarez,54,50 and Above,VIP,2013-11-08,141,4,5922,4,24,1480,246
16038,AW00027037,Lauren Rodriguez,63,50 and Above,New,2013-03-13,149,2,13,2,0,6,13
8592,AW00019591,Derek Raji,56,50 and Above,New,2013-06-28,146,4,63,4,2,15,31
8724,AW00019723,Olivia Russell,61,50 and Above,New,2013-07-17,145,2,575,2,0,287,575
15945,AW00026944,Drew Nara,44,40-49,New,2013-06-11,146,3,554,3,0,184,554
16782,AW00027781,Allen Sai,49,40-49,New,2013-08-27,144,2,575,2,0,287,575
7138,AW00018137,Gabriel Kumar,65,50 and Above,Regular,2013-09-08,143,5,3043,5,24,608,126
5951,AW00016950,Connor Edwards,49,40-49,New,2013-07-23,145,10,212,8,3,21,70
1716,AW00012715,Eddie Gill,56,50 and Above,New,2013-08-03,144,6,74,4,5,12,14
14268,AW00025267,Arthur Malhotra,81,50 and Above,New,2013-03-23,149,2,25,2,0,12,25
17758,AW00028757,Ronald Rodriguez,48,40-49,New,2013-01-23,151,2,2611,2,7,1305,373
4677,AW00015676,Todd Wang,51,50 and Above,VIP,2013-10-04,142,7,7224,7,14,1032,516
7931,AW00018930,Katelyn Richardson,64,50 and Above,VIP,2013-04-22,148,4,6035,4,21,1508,287
